TREE NAME,METHOD NAME,DATASET TYPE,DATASET SIZE,AVERAGE,STD DEV,STR COUNT,REPEAT AMT,FIXED STR LEN,MIN STR LEN,MAX STR LEN
LLRB_TREE,searchElement,set_sorted,5,6.92000612616539e-06,1.0186169124759754e-06,5,10,10,,
LLRB_TREE,searchElement,set_sorted,6,6.066674056152503e-06,7.781588200687607e-07,6,10,10,,
LLRB_TREE,searchElement,set_sorted,7,5.4571345182401795e-06,3.45807363216252e-07,7,10,10,,
LLRB_TREE,searchElement,set_sorted,8,5.437483196146786e-06,8.365373560296989e-07,8,10,10,,
LLRB_TREE,searchElement,set_sorted,9,5.722239923973878e-06,5.411683907610011e-07,9,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,0,0,0.0,0,10,0,,
LLRB_TREE,searchElement,set_nearly_sorted,1,5.600042641162872e-06,0.0,1,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,2,5.349982529878616e-06,3.4994445741176605e-07,2,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,3,5.700004597504933e-06,6.376847328429581e-07,3,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,4,6.299989763647318e-06,4.183749434818475e-07,4,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,5,6.359978578984738e-06,5.38865061539102e-07,5,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,6,6.699992809444666e-06,4.0002730248904683e-07,6,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,7,5.800010902541024e-06,9.102714036048416e-07,7,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,8,6.312504410743713e-06,7.785362077856004e-07,8,10,10,,
LLRB_TREE,searchElement,set_nearly_sorted,9,6.466664166914092e-06,6.412159584525629e-07,9,10,10,,
LLRB_TREE,searchElement,range_random,0,0,0.0,0,10,0,,
LLRB_TREE,searchElement,range_random,1,6.700051017105579e-06,0.0,1,10,21,,
LLRB_TREE,searchElement,range_random,2,5.749985575675964e-06,1.4994293451309204e-07,2,10,,12,14
LLRB_TREE,searchElement,range_random,3,6.333342753350735e-06,5.735423394614112e-07,3,10,,26,38
LLRB_TREE,searchElement,range_random,4,5.799985956400633e-06,6.082713181745884e-07,4,10,,30,44
LLRB_TREE,searchElement,range_random,5,5.940021947026253e-06,1.1943317144685795e-06,5,10,,10,33
LLRB_TREE,searchElement,range_random,6,5.383316117028396e-06,7.425599969921111e-07,6,10,,13,36
LLRB_TREE,searchElement,range_random,7,6.214283140642303e-06,3.7961630489734114e-07,7,10,,14,48
LLRB_TREE,searchElement,range_random,8,5.89998671784997e-06,1.072362913891856e-06,8,10,,14,42
LLRB_TREE,searchElement,range_random,9,5.9111173161202005e-06,4.886329630117241e-07,9,10,,10,48
LLRB_TREE,searchElement,range_sorted,0,0,0.0,0,10,0,,
LLRB_TREE,searchElement,range_sorted,1,5.300040356814861e-06,0.0,1,10,46,,
LLRB_TREE,searchElement,range_sorted,2,5.299982149153948e-06,3.9994483813643456e-07,2,10,,38,49
LLRB_TREE,searchElement,range_sorted,3,5.533336661756039e-06,2.357589338578135e-07,3,10,,11,50
LLRB_TREE,searchElement,range_sorted,4,6.07498805038631e-06,8.043186624432737e-07,4,10,,15,48
LLRB_TREE,searchElement,range_sorted,5,5.6800199672579765e-06,1.2056273836091281e-06,5,10,,17,42
LLRB_TREE,searchElement,range_sorted,6,6.199989002197981e-06,5.887852485556128e-07,6,10,,14,47
LLRB_TREE,searchElement,range_sorted,7,6.114315640713487e-06,5.383253255748632e-07,7,10,,16,50
LLRB_TREE,searchElement,range_sorted,8,5.812500603497028e-06,8.565216283036907e-07,8,10,,10,47
LLRB_TREE,searchElement,range_sorted,9,6.066661121116744e-06,8.498212421473478e-07,9,10,,10,47
LLRB_TREE,searchElement,range_nearly_sorted,0,0,0.0,0,10,0,,
LLRB_TREE,searchElement,range_nearly_sorted,1,5.300040356814861e-06,0.0,1,10,11,,
LLRB_TREE,searchElement,range_nearly_sorted,2,6.099988240748644e-06,3.000604920089245e-07,2,10,,21,25
LLRB_TREE,searchElement,range_nearly_sorted,3,5.766710576911767e-06,9.843290324587176e-07,3,10,,31,44
LLRB_TREE,searchElement,range_nearly_sorted,4,6.500020390376449e-06,3.390847543603038e-07,4,10,,23,35
LLRB_TREE,searchElement,range_nearly_sorted,5,6.140000186860561e-06,4.224094325112874e-07,5,10,,19,47
LLRB_TREE,searchElement,range_nearly_sorted,6,6.21665579577287e-06,7.009704063138253e-07,6,10,,12,45
LLRB_TREE,searchElement,range_nearly_sorted,7,5.642866848834924e-06,7.306540039353221e-07,7,10,,16,49
LLRB_TREE,searchElement,range_nearly_sorted,8,6.137503078207374e-06,9.026634082369822e-07,8,10,,10,36
LLRB_TREE,searchElement,range_nearly_sorted,9,6.2555514482988255e-06,5.678867150720466e-07,9,10,,11,48
SCAPEGOAT_TREE,searchElement,set_random,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,set_random,1,3.200024366378784e-06,0.0,1,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,2,2.200016751885414e-06,1.00000761449337e-07,2,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,3,3.0333176255226135e-06,1.2473324532910192e-07,3,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,4,3.4249969758093357e-06,6.832419329120596e-07,4,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,5,4.6799890697002414e-06,7.467524548650123e-07,5,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,6,4.233346165468295e-06,5.990919561975886e-07,6,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,7,4.75712918809482e-06,4.835703171268168e-07,7,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,8,4.837478627450764e-06,1.2815294895644925e-06,8,10,10,,
SCAPEGOAT_TREE,searchElement,set_random,9,5.033332854509354e-06,7.774645107918057e-07,9,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,set_sorted,1,1.2299977242946625e-05,0.0,1,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,2,6.250047590583563e-06,2.500019036233425e-07,2,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,3,5.700004597504933e-06,3.558508020054435e-07,3,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,4,6.024987669661641e-06,8.293381995917594e-08,4,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,5,6.880029104650021e-06,1.0795942241632504e-06,5,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,6,6.249989382922649e-06,4.7165534624067344e-07,6,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,7,6.228552332946233e-06,9.676283793413996e-07,7,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,8,6.099988240748644e-06,3.316430710221717e-07,8,10,10,,
SCAPEGOAT_TREE,searchElement,set_sorted,9,6.244453187617991e-06,2.872051170221177e-07,9,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,1,6.400048732757568e-06,0.0,1,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,2,5.500041879713535e-06,7.00005330145359e-07,2,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,3,6.266675579051177e-06,3.859010451287466e-07,3,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,4,6.750022293999791e-06,6.946505344505616e-07,4,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,5,5.939998663961887e-06,6.08654740013643e-07,5,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,6,6.21665579577287e-06,4.219488216934262e-07,6,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,7,6.32856972515583e-06,4.232957335735788e-07,7,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,8,6.7999790189787745e-06,4.358965555037998e-07,8,10,10,,
SCAPEGOAT_TREE,searchElement,set_nearly_sorted,9,5.844450141820643e-06,1.0457497752313006e-06,9,10,10,,
SCAPEGOAT_TREE,searchElement,range_random,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,range_random,1,5.499925464391708e-06,0.0,1,10,21,,
SCAPEGOAT_TREE,searchElement,range_random,2,6.700051017105579e-06,6.00004568696022e-07,2,10,,12,14
SCAPEGOAT_TREE,searchElement,range_random,3,5.766632966697216e-06,8.498811091321402e-07,3,10,,26,38
SCAPEGOAT_TREE,searchElement,range_random,4,6.574991857632995e-06,6.977550037031857e-07,4,10,,30,44
SCAPEGOAT_TREE,searchElement,range_random,5,6.060022860765457e-06,3.826534362616896e-07,5,10,,10,33
SCAPEGOAT_TREE,searchElement,range_random,6,6.716659603019555e-06,2.793481782359085e-07,6,10,,13,36
SCAPEGOAT_TREE,searchElement,range_random,7,6.371410563588142e-06,4.060747128244742e-07,7,10,,14,48
SCAPEGOAT_TREE,searchElement,range_random,8,6.512520485557616e-06,6.173402749309187e-07,8,10,,14,42
SCAPEGOAT_TREE,searchElement,range_random,9,6.588887319796615e-06,3.446395834010332e-07,9,10,,10,48
SCAPEGOAT_TREE,searchElement,range_sorted,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,range_sorted,1,6.200047209858894e-06,0.0,1,10,46,,
SCAPEGOAT_TREE,searchElement,range_sorted,2,6.299989763647318e-06,6.999471224844456e-07,2,10,,38,49
SCAPEGOAT_TREE,searchElement,range_sorted,3,6.4000099276502924e-06,1.6330056884837947e-07,3,10,,11,50
SCAPEGOAT_TREE,searchElement,range_sorted,4,6.499991286545992e-06,2.7385274283101913e-07,4,10,,15,48
SCAPEGOAT_TREE,searchElement,range_sorted,5,6.160000339150429e-06,5.747892509581157e-07,5,10,,17,42
SCAPEGOAT_TREE,searchElement,range_sorted,6,6.783346179872751e-06,4.2977243066775725e-07,6,10,,14,47
SCAPEGOAT_TREE,searchElement,range_sorted,7,6.714286947888988e-06,3.6029981230311574e-07,7,10,,16,50
SCAPEGOAT_TREE,searchElement,range_sorted,8,6.487505743280053e-06,4.136366368792677e-07,8,10,,10,47
SCAPEGOAT_TREE,searchElement,range_sorted,9,6.711110472679138e-06,4.7245848069355733e-07,9,10,,10,47
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,0,0,0.0,0,10,0,,
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,1,6.5999338403344154e-06,0.0,1,10,11,,
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,2,6.400048732757568e-06,8.00006091594696e-07,2,10,,21,25
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,3,6.599972645441691e-06,2.449033146217029e-07,3,10,,31,44
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,4,7.050024578347802e-06,1.5001085160684817e-07,4,10,,23,35
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,5,7.1800081059336666e-06,4.833091434611251e-07,5,10,,19,47
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,6,6.8000129734476405e-06,3.4642960629522943e-07,6,10,,12,45
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,7,6.514285424990314e-06,5.768010663694693e-07,7,10,,16,49
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,8,6.437490810640156e-06,1.168254864048908e-06,8,10,,10,36
SCAPEGOAT_TREE,searchElement,range_nearly_sorted,9,7.088878192007542e-06,2.6009372032749766e-07,9,10,,11,48
